"Nomenclature","ReporterISO3","ProductCode","ReporterName","PartnerISO3","PartnerName","Year","TradeFlowName","TradeFlowCode","TradeValue in 1000 USD"
"H0","AGO"," Total","Angola","HND","Honduras",2013,"Gross Imp.",1,305.617
"H0","AGO"," Total","Angola","HRV","Croatia",2013,"Gross Imp.",1,3708.421
"H0","AGO"," Total","Angola","HUN","Hungary",2013,"Gross Imp.",1,6822.238
"H0","AGO"," Total","Angola","IDN","Indonesia",2013,"Gross Exp.",2,105950.997
"H0","AGO"," Total","Angola","IDN","Indonesia",2013,"Gross Imp.",1,133276.411
"H0","AGO"," Total","Angola","IND","India",2013,"Gross Exp.",2,6764232.765
"H0","AGO"," Total","Angola","IND","India",2013,"Gross Imp.",1,464625.959
"H0","AGO"," Total","Angola","IOT","British Indian Ocean Ter.",2013,"Gross Imp.",1,90.21
"H0","AGO"," Total","Angola","IRL","Ireland",2013,"Gross Exp.",2,162320.739
"H0","AGO"," Total","Angola","IRL","Ireland",2013,"Gross Imp.",1,54489.746
"H0","AGO"," Total","Angola","IRQ","Iraq",2013,"Gross Imp.",1,961.291
"H0","AGO"," Total","Angola","ISL","Iceland",2013,"Gross Imp.",1,3518.878
"H0","AGO"," Total","Angola","ISR","Israel",2013,"Gross Exp.",2,25343.249
"H0","AGO"," Total","Angola","ISR","Israel",2013,"Gross Imp.",1,40312.272
"H0","AGO"," Total","Angola","ITA","Italy",2013,"Gross Exp.",2,1029414.24
"H0","AGO"," Total","Angola","ITA","Italy",2013,"Gross Imp.",1,410237.646
"H0","AGO"," Total","Angola","JAM","Jamaica",2013,"Gross Imp.",1,236.686
"H0","AGO"," Total","Angola","JOR","Jordan",2013,"Gross Imp.",1,2098.158
"H0","AGO"," Total","Angola","JPN","Japan",2013,"Gross Exp.",2,351933.268
"H0","AGO"," Total","Angola","JPN","Japan",2013,"Gross Imp.",1,497646.452
"H0","AGO"," Total","Angola","KAZ","Kazakhstan",2013,"Gross Imp.",1,115.293
"H0","AGO"," Total","Angola","KEN","Kenya",2013,"Gross Imp.",1,3242.922
"H0","AGO"," Total","Angola","KGZ","Kyrgyz Republic",2013,"Gross Imp.",1,640.972
"H0","AGO"," Total","Angola","KHM","Cambodia",2013,"Gross Imp.",1,263.94
"H0","AGO"," Total","Angola","KNA","St. Kitts and Nevis",2013,"Gross Imp.",1,470.941
"H0","AGO"," Total","Angola","KOR","Korea, Rep.",2013,"Gross Exp.",2,130081.023
"H0","AGO"," Total","Angola","KOR","Korea, Rep.",2013,"Gross Imp.",1,4239548.971
"H0","AGO"," Total","Angola","KWT","Kuwait",2013,"Gross Imp.",1,2360.723
"H0","AGO"," Total","Angola","LAO","Lao PDR",2013,"Gross Imp.",1,48.417
"H0","AGO"," Total","Angola","LBN","Lebanon",2013,"Gross Imp.",1,117905.298
"H0","AGO"," Total","Angola","LBR","Liberia",2013,"Gross Imp.",1,329.907
"H0","AGO"," Total","Angola","LBY","Libya",2013,"Gross Imp.",1,85.945
"H0","AGO"," Total","Angola","LKA","Sri Lanka",2013,"Gross Imp.",1,2514.291
"H0","AGO"," Total","Angola","LSO","Lesotho",2013,"Gross Imp.",1,15.274
"H0","AGO"," Total","Angola","LTU","Lithuania",2013,"Gross Imp.",1,2712.634
"H0","AGO"," Total","Angola","LUX","Luxembourg",2013,"Gross Imp.",1,1284.051
"H0","AGO"," Total","Angola","LVA","Latvia",2013,"Gross Imp.",1,7366.452
"H0","AGO"," Total","Angola","MAC","Macao",2013,"Gross Imp.",1,7997.841
